example,domain,task,n,p,n_classes,pca_99,k,family,representation,probe,score,fit_seconds
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:rf,svm,0.955,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:xg,linear,0.9762,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:xg,knn,0.955,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:xg,svm,0.9575,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:mi,linear,0.96,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:mi,knn,0.9563,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:mi,svm,0.935,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:f_test,linear,0.9575,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:f_test,knn,0.9213,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:f_test,svm,0.8938,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:l1,linear,0.97,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:l1,knn,0.9487,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,select,select:l1,svm,0.9675,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,178,dr,dr:PCA,linear,0.9525,0.3
har_sensors,beyond NLP,classification,4000,561,6,178,178,dr,dr:PCA,knn,0.7075,0.3
har_sensors,beyond NLP,classification,4000,561,6,178,178,dr,dr:PCA,svm,0.9313,0.3
har_sensors,beyond NLP,classification,4000,561,6,178,178,dr,dr:RandProj,linear,0.9575,0.02
har_sensors,beyond NLP,classification,4000,561,6,178,178,dr,dr:RandProj,knn,0.9287,0.02
har_sensors,beyond NLP,classification,4000,561,6,178,178,dr,dr:RandProj,svm,0.9563,0.02
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:vote,linear,0.9525,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:vote,knn,0.9325,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:vote,svm,0.9337,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:rf,linear,0.9513,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:rf,knn,0.9275,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:rf,svm,0.94,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:xg,linear,0.9387,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:xg,knn,0.935,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:xg,svm,0.9325,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:mi,linear,0.9175,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:mi,knn,0.9113,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:mi,svm,0.8925,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:f_test,linear,0.9463,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:f_test,knn,0.9275,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:f_test,svm,0.8962,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:l1,linear,0.96,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:l1,knn,0.9487,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,select,select:l1,svm,0.9613,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:PCA,linear,0.9563,0.18
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:PCA,knn,0.8488,0.18
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:PCA,svm,0.9513,0.18
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:RandProj,linear,0.9463,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:RandProj,knn,0.9113,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:RandProj,svm,0.9475,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:ICA,linear,0.9563,0.57
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:ICA,knn,0.825,0.57
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:ICA,svm,0.9487,0.57
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:KernelPCA,linear,0.9575,0.82
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:KernelPCA,knn,0.9237,0.82
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:KernelPCA,svm,0.9663,0.82
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:Isomap,linear,0.8962,1.5
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:Isomap,knn,0.8725,1.5
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:Isomap,svm,0.9012,1.5
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:UMAP,linear,0.8825,16.95
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:UMAP,knn,0.8762,16.95
har_sensors,beyond NLP,classification,4000,561,6,178,89,dr,dr:UMAP,svm,0.8938,16.95
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:vote,linear,0.9213,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:vote,knn,0.9263,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:vote,svm,0.9287,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:rf,linear,0.9237,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:rf,knn,0.9137,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:rf,svm,0.9175,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:xg,linear,0.9275,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:xg,knn,0.9213,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:xg,svm,0.925,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:mi,linear,0.8838,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:mi,knn,0.89,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:mi,svm,0.8775,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:f_test,linear,0.9175,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:f_test,knn,0.8775,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:f_test,svm,0.8488,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:l1,linear,0.955,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:l1,knn,0.9325,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,select,select:l1,svm,0.9525,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:PCA,linear,0.9325,0.06
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:PCA,knn,0.8725,0.06
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:PCA,svm,0.9287,0.06
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:RandProj,linear,0.9025,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:RandProj,knn,0.8775,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:RandProj,svm,0.9125,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:ICA,linear,0.9375,0.35
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:ICA,knn,0.8638,0.35
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:ICA,svm,0.9287,0.35
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:KernelPCA,linear,0.9437,1.07
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:KernelPCA,knn,0.915,1.07
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:KernelPCA,svm,0.9463,1.07
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:Isomap,linear,0.88,1.42
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:Isomap,knn,0.8675,1.42
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:Isomap,svm,0.8962,1.42
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:UMAP,linear,0.8912,13.52
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:UMAP,knn,0.8988,13.52
har_sensors,beyond NLP,classification,4000,561,6,178,44,dr,dr:UMAP,svm,0.8825,13.52
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:vote,linear,0.8588,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:vote,knn,0.8962,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:vote,svm,0.83,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:rf,linear,0.62,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:rf,knn,0.7562,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:rf,svm,0.565,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:xg,linear,0.8063,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:xg,knn,0.8163,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:xg,svm,0.8125,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:mi,linear,0.6575,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:mi,knn,0.6538,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:mi,svm,0.575,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:f_test,linear,0.745,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:f_test,knn,0.7525,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:f_test,svm,0.735,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:l1,linear,0.8438,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:l1,knn,0.855,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,select,select:l1,svm,0.8462,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:PCA,linear,0.8612,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:PCA,knn,0.8662,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:PCA,svm,0.8762,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:RandProj,linear,0.7262,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:RandProj,knn,0.7175,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:RandProj,svm,0.7638,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:ICA,linear,0.8612,0.34
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:ICA,knn,0.8662,0.34
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:ICA,svm,0.8762,0.34
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:KernelPCA,linear,0.8425,0.72
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:KernelPCA,knn,0.84,0.72
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:KernelPCA,svm,0.8625,0.72
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:Isomap,linear,0.8237,1.39
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:Isomap,knn,0.8675,1.39
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:Isomap,svm,0.8762,1.39
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:UMAP,linear,0.8688,11.86
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:UMAP,knn,0.9012,11.86
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:UMAP,svm,0.8762,11.86
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:t-SNE,linear,0.7925,85.77
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:t-SNE,knn,0.8988,85.77
har_sensors,beyond NLP,classification,4000,561,6,178,10,dr,dr:t-SNE,svm,0.8875,85.77
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:vote,linear,0.4113,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:vote,knn,0.425,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:vote,svm,0.435,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:rf,linear,0.4113,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:rf,knn,0.425,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:rf,svm,0.435,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:xg,linear,0.4512,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:xg,knn,0.4725,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:xg,svm,0.4825,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:mi,linear,0.525,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:mi,knn,0.4925,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:mi,svm,0.48,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:f_test,linear,0.4213,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:f_test,knn,0.3738,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:f_test,svm,0.4213,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:l1,linear,0.4113,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:l1,knn,0.425,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,select,select:l1,svm,0.435,979.21
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:PCA,linear,0.4338,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:PCA,knn,0.4075,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:PCA,svm,0.4412,0.01
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:RandProj,linear,0.3075,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:RandProj,knn,0.2938,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:RandProj,svm,0.3412,0.0
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:ICA,linear,0.4338,0.33
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:ICA,knn,0.4075,0.33
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:ICA,svm,0.4412,0.33
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:KernelPCA,linear,0.375,0.82
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:KernelPCA,knn,0.3688,0.82
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:KernelPCA,svm,0.4,0.82
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:Isomap,linear,0.4775,1.38
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:Isomap,knn,0.495,1.38
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:Isomap,svm,0.48,1.38
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:UMAP,linear,0.7837,11.28
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:UMAP,knn,0.815,11.28
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:UMAP,svm,0.8075,11.28
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:t-SNE,linear,0.695,0.7
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:t-SNE,knn,0.8037,0.7
har_sensors,beyond NLP,classification,4000,561,6,178,1,dr,dr:t-SNE,svm,0.7887,0.7
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1536,all,all features,linear,0.8762,0.0
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1536,all,all features,knn,0.7525,0.0
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1536,all,all features,svm,0.8788,0.0
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:vote,linear,0.8562,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:vote,knn,0.7512,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:vote,svm,0.8725,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:rf,linear,0.855,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:rf,knn,0.7575,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:rf,svm,0.8762,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:xg,linear,0.87,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:xg,knn,0.7512,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:xg,svm,0.8788,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:mi,linear,0.8575,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:mi,knn,0.7575,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:mi,svm,0.8725,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:f_test,linear,0.8638,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:f_test,knn,0.7562,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:f_test,svm,0.8725,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:l1,linear,0.8788,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:l1,knn,0.7462,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,select,select:l1,svm,0.8725,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,dr,dr:PCA,linear,0.8137,2.25
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,dr,dr:PCA,knn,0.2387,2.25
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,dr,dr:PCA,svm,0.6562,2.25
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,dr,dr:RandProj,linear,0.8413,0.03
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,dr,dr:RandProj,knn,0.7338,0.03
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,1198,dr,dr:RandProj,svm,0.87,0.03
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:vote,linear,0.8313,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:vote,knn,0.7675,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:vote,svm,0.8725,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:rf,linear,0.8225,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:rf,knn,0.76,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:rf,svm,0.8738,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:xg,linear,0.84,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:xg,knn,0.7662,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:xg,svm,0.8638,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:mi,linear,0.815,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:mi,knn,0.7712,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:mi,svm,0.8688,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:f_test,linear,0.8037,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:f_test,knn,0.7575,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:f_test,svm,0.8675,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:l1,linear,0.8612,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:l1,knn,0.7612,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,select,select:l1,svm,0.8838,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,dr,dr:PCA,linear,0.8187,1.41
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,dr,dr:PCA,knn,0.2925,1.41
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,dr,dr:PCA,svm,0.8625,1.41
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,dr,dr:RandProj,linear,0.8063,0.02
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,dr,dr:RandProj,knn,0.7312,0.02
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,599,dr,dr:RandProj,svm,0.8488,0.02
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:vote,linear,0.79,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:vote,knn,0.7662,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:vote,svm,0.8538,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:rf,linear,0.7825,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:rf,knn,0.7638,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:rf,svm,0.8438,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:xg,linear,0.785,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:xg,knn,0.7612,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:xg,svm,0.8387,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:mi,linear,0.7863,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:mi,knn,0.76,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:mi,svm,0.85,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:f_test,linear,0.7612,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:f_test,knn,0.755,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:f_test,svm,0.8337,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:l1,linear,0.8037,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:l1,knn,0.765,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,select,select:l1,svm,0.8675,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,dr,dr:PCA,linear,0.8462,1.09
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,dr,dr:PCA,knn,0.5637,1.09
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,dr,dr:PCA,svm,0.8762,1.09
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,dr,dr:RandProj,linear,0.7425,0.02
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,dr,dr:RandProj,knn,0.715,0.02
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,299,dr,dr:RandProj,svm,0.8175,0.02
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:vote,linear,0.535,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:vote,knn,0.5325,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:vote,svm,0.57,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:rf,linear,0.5413,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:rf,knn,0.545,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:rf,svm,0.5813,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:xg,linear,0.4888,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:xg,knn,0.4913,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:xg,svm,0.5238,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:mi,linear,0.4825,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:mi,knn,0.5188,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:mi,svm,0.5337,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:f_test,linear,0.535,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:f_test,knn,0.5275,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:f_test,svm,0.5837,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:l1,linear,0.5125,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:l1,knn,0.52,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,select,select:l1,svm,0.5387,2485.2
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:PCA,linear,0.6212,0.04
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:PCA,knn,0.6438,0.04
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:PCA,svm,0.6625,0.04
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:RandProj,linear,0.405,0.0
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:RandProj,knn,0.3738,0.0
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:RandProj,svm,0.4338,0.0
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:ICA,linear,0.6188,0.73
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:ICA,knn,0.6412,0.73
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:ICA,svm,0.6613,0.73
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:KernelPCA,linear,0.6312,0.8
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:KernelPCA,knn,0.64,0.8
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:KernelPCA,svm,0.6713,0.8
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:Isomap,linear,0.6312,1.58
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:Isomap,knn,0.6438,1.58
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:Isomap,svm,0.6725,1.58
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:UMAP,linear,0.6338,21.73
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:UMAP,knn,0.6475,21.73
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:UMAP,svm,0.6362,21.73
modernbert_trec,transformer NLP,classification,4000,1536,6,1198,10,dr,dr:t-SNE,linear,0.52,86.83
